seed,nnet,HighEnergyLevelChargeStopper,HighEnergyWantsToCharge,ChargeOnVeryLowEnergy,LowEnergyFlyToField,DroneOnEmptyField,HighEnergyIdleDronesVeryFarFromBirds,set_state,which_simulation,drones,file,redflags,charger_option,hysteresis,active_drones,total_damage,alive_drone_rate,damage_rate,charger_capacity
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,B0.5-9,5.0,73.0,0.5,0.07749469214437367,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,B0.9-9,3.0,124.0,0.3,0.1316348195329087,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,a0.1-5,5.0,68.0,0.5,0.07218683651804671,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,a0.1-9,4.0,85.0,0.4,0.09023354564755838,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,f0.8-9,3.0,188.0,0.3,0.19957537154989385,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,none,3.0,254.0,0.3,0.26963906581740976,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,B0.5-9,0.0,17.0,0.0,0.018046709129511677,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,B0.9-9,0.0,3.0,0.0,0.0031847133757961785,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,a0.1-5,0.0,2.0,0.0,0.0021231422505307855,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,a0.1-9,0.0,2.0,0.0,0.0021231422505307855,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,f0.8-9,0.0,16.0,0.0,0.016985138004246284,1.0
5000,deep,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,none,0.0,57.0,0.0,0.06050955414012739,1.0
5000,default,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline,10,10drones,RedflagsEnum.answer,3,none,1.0,325.0,0.1,0.34501061571125263,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,10,10drones,RedflagsEnum.answer,3,B0.5-9,0.0,42.0,0.0,0.044585987261146494,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,10,10drones,RedflagsEnum.answer,3,B0.9-9,0.0,42.0,0.0,0.044585987261146494,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,10,10drones,RedflagsEnum.answer,3,a0.1-5,0.0,42.0,0.0,0.044585987261146494,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,10,10drones,RedflagsEnum.answer,3,a0.1-9,0.0,42.0,0.0,0.044585987261146494,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,10,10drones,RedflagsEnum.answer,3,f0.8-9,0.0,42.0,0.0,0.044585987261146494,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,10,10drones,RedflagsEnum.answer,3,none,2.0,311.0,0.2,0.33014861995753714,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,B0.5-9,1.0,242.0,0.1,0.25690021231422505,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,B0.9-9,1.0,287.0,0.1,0.3046709129511677,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,a0.1-5,1.0,216.0,0.1,0.22929936305732485,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,a0.1-9,0.0,62.0,0.0,0.06581740976645435,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,f0.8-9,1.0,265.0,0.1,0.2813163481953291,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_drone,10,10drones,RedflagsEnum.answer,3,none,3.0,337.0,0.3,0.35774946921443734,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,B0.5-9,0.0,42.0,0.0,0.044585987261146494,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,B0.9-9,0.0,42.0,0.0,0.044585987261146494,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,a0.1-5,0.0,58.0,0.0,0.06157112526539278,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,a0.1-9,0.0,58.0,0.0,0.06157112526539278,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,f0.8-9,0.0,2.0,0.0,0.0021231422505307855,1.0
5001,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,greedy_ens,10,10drones,RedflagsEnum.answer,3,none,0.0,187.0,0.0,0.19851380042462846,1.0
5001,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,argmax,10,10drones,RedflagsEnum.answer,3,B0.5-9,2.0,317.0,0.2,0.3365180467091295,1.0
5001,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,argmax,10,10drones,RedflagsEnum.answer,3,B0.9-9,2.0,317.0,0.2,0.3365180467091295,1.0
5001,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,argmax,10,10drones,RedflagsEnum.answer,3,a0.1-5,2.0,317.0,0.2,0.3365180467091295,1.0
